_id,Name,Type,Level,Rarity,Damage,Health,Energy,Sanity,Time Stamp
6115949bc9ddee917c8ae771,Banshee,Undead,7,Rank 3,7d8+2,56.83,52.78,53.88,2021-08-12 14:37:31
6115949bc9ddee917c8ae772,Faerie Dragon,Dragon,5,Rank 4,5d10+1,53.28,53.65,49.52,2021-08-12 14:37:31
6115949bc9ddee917c8ae773,Dust Spirit,Fey,8,Rank 2,8d6+4,49.93,48.85,49.38,2021-08-12 14:37:31
6115949bc9ddee917c8ae774,Goblin Villager,Devilkin,6,Rank 0,6d2+3,11.6,12.51,12.11,2021-08-12 14:37:31
6115949bc9ddee917c8ae775,Revenant,Undead,4,Rank 3,4d8,29.44,32.76,28.82,2021-08-12 14:37:31
6115949bc9ddee917c8ae776,Blue Wyrmling,Dragon,4,Rank 1,4d4+2,17.99,16.13,16.95,2021-08-12 14:37:31
6115949bc9ddee917c8ae777,Steam Archfey,Fey,6,Rank 3,6d8+1,50.71,45.71,49.92,2021-08-12 14:37:31
6115949bc9ddee917c8ae778,Goblin Villager,Devilkin,6,Rank 2,6d6,37.34,35.63,35.05,2021-08-12 14:37:31
6115949bc9ddee917c8ae779,Wight,Undead,5,Rank 0,5d2+1,10.5,9.5,10.46,2021-08-12 14:37:31
6115949bc9ddee917c8ae77a,Green Wyrmling,Dragon,3,Rank 4,3d10,32.1,28.19,28.15,2021-08-12 14:37:31
6115949bc9ddee917c8ae77b,Steam Elemental,Elemental,6,Rank 1,6d4+1,24.69,24.37,23.32,2021-08-12 14:37:31
6115949bc9ddee917c8ae77c,SuccubusPit Lord,Devilkin,4,Rank 2,4d6,22.76,23.13,26.08,2021-08-12 14:37:31
6115949bc9ddee917c8ae77d,Pit Fiend,Demonic,7,Rank 0,7d2+2,14.58,13.5,14.68,2021-08-12 14:37:31
6115949bc9ddee917c8ae77e,Ghostly Villager,Undead,7,Rank 2,7d6+1,42.54,44.34,40.68,2021-08-12 14:37:31
6115949bc9ddee917c8ae77f,Onyx Dragon,Dragon,7,Rank 1,7d4+2,29.91,29.57,28.44,2021-08-12 14:37:31
6115949bc9ddee917c8ae780,Steam Elemental,Elemental,6,Rank 0,6d2,11.08,12.8,12.23,2021-08-12 14:37:31
6115949bc9ddee917c8ae781,Quasit,Demonic,6,Rank 3,6d8+1,46.33,48.76,47.54,2021-08-12 14:37:31
6115949bc9ddee917c8ae782,Zombie Archer,Undead,5,Rank 0,5d2+2,9.51,10.63,10.78,2021-08-12 14:37:31
6115949bc9ddee917c8ae783,Wyvern,Dragon,5,Rank 0,5d2,9.82,10.09,9.35,2021-08-12 14:37:31
6115949bc9ddee917c8ae784,Steam Elemental,Elemental,4,Rank 3,4d8+3,29.61,29.01,32.85,2021-08-12 14:37:31
6115949bc9ddee917c8ae785,Quasit,Demonic,4,Rank 0,4d2,7.39,7.8,7.8,2021-08-12 14:37:31
6115949bc9ddee917c8ae786,Onyx Wyrmling,Dragon,2,Rank 3,2d8+1,13.36,16.8,17.38,2021-08-12 14:37:31
6115949bc9ddee917c8ae787,Blue Faerie,Fey,9,Rank 1,9d4+1,35.98,36.01,35.68,2021-08-12 14:37:31
6115949bc9ddee917c8ae788,Djinni,Elemental,7,Rank 0,7d2+3,13.32,13.83,14.42,2021-08-12 14:37:31
6115949bc9ddee917c8ae789,Night Hag,Demonic,6,Rank 1,6d4+1,24.35,23.46,23.61,2021-08-12 14:37:31
6115949bc9ddee917c8ae78a,Ghast,Undead,10,Rank 1,10d4+3,39.8,39.6,40.73,2021-08-12 14:37:31
6115949bc9ddee917c8ae78b,Blue Wyrmling,Dragon,8,Rank 0,8d2+2,15.8,15.65,15.39,2021-08-12 14:37:31
6115949bc9ddee917c8ae78c,Djinni,Elemental,11,Rank 0,11d2+1,22.32,21.7,22.76,2021-08-12 14:37:31
6115949bc9ddee917c8ae78d,IncubusPit Lord,Devilkin,7,Rank 2,7d6,41.86,40.12,40.5,2021-08-12 14:37:31
6115949bc9ddee917c8ae78e,Quasit,Demonic,3,Rank 2,3d6+4,18.45,20.49,19.97,2021-08-12 14:37:31
6115949bc9ddee917c8ae78f,Ghostly Villager,Undead,7,Rank 1,7d4+1,27.24,26.91,27.81,2021-08-12 14:37:31
6115949bc9ddee917c8ae790,Red Drake,Dragon,7,Rank 2,7d6,41.36,42.35,41.46,2021-08-12 14:37:31
6115949bc9ddee917c8ae791,Dust Mephit,Elemental,5,Rank 1,5d4,19.85,20.22,19.26,2021-08-12 14:37:31
6115949bc9ddee917c8ae792,Kobold Villager,Devilkin,5,Rank 0,5d2+1,10.36,10.24,9.99,2021-08-12 14:37:31
6115949bc9ddee917c8ae793,Imp,Demonic,4,Rank 2,4d6+1,22.02,26.64,23.46,2021-08-12 14:37:31
6115949bc9ddee917c8ae794,Revenant,Undead,6,Rank 1,6d4,22.67,25.11,22.36,2021-08-12 14:37:31
6115949bc9ddee917c8ae795,Green Drake,Dragon,8,Rank 0,8d2+1,16.09,15.48,15.43,2021-08-12 14:37:31
6115949bc9ddee917c8ae796,Steam Elemental,Elemental,9,Rank 0,9d2+1,17.42,18.31,18.53,2021-08-12 14:37:31
6115949bc9ddee917c8ae797,Kobold Mage,Devilkin,10,Rank 1,10d4+1,39.27,39.62,41.93,2021-08-12 14:37:31
6115949bc9ddee917c8ae798,Mummy,Undead,6,Rank 1,6d4+2,24.59,24.97,22.46,2021-08-12 14:37:31
